word,definition
winkle,edible marine gastropod
limpet,any of various usually marine gastropods with low conical shells; found clinging to rocks in littoral areas
sea slug,any of various marine gastropods of the suborder Nudibranchia having a shell-less and often beautifully colored body
nudibranch,any of various marine gastropods of the suborder Nudibranchia having a shell-less and often beautifully colored body
sea hare,naked marine gastropod having a soft body with reduced internal shell and two pairs of ear-like tentacles
cowrie,any of numerous tropical marine gastropods of the genus Cypraea having highly polished usually brightly marked shells
ctenidium,comb-like respiratory structure serving as the gill of certain mollusks
chiton,primitive elongated bilaterally symmetrical marine mollusk having a mantle covered with eight calcareous plates
sea cradle,primitive elongated bilaterally symmetrical marine mollusk having a mantle covered with eight calcareous plates
byssus,tuft of strong filaments by which e.g. a mussel makes itself fast to a fixed surface
bivalve,marine or freshwater mollusks having a soft body with platelike gills enclosed within two shells hinged together
pelecypod,marine or freshwater mollusks having a soft body with platelike gills enclosed within two shells hinged together
seashell,the shell of a marine organism
clamshell,the shell of a clam
steamer,an edible clam with thin oval-shaped shell found in coastal regions of the United States and Europe
quahog,an edible American clam; the heavy shells were used as money by some American Indians
quahaug,an edible American clam; the heavy shells were used as money by some American Indians
hard clam,an edible American clam; the heavy shells were used as money by some American Indians
round clam,an edible American clam; the heavy shells were used as money by some American Indians
littleneck,a young quahog
geoduck,a large edible clam found burrowing deeply in sandy mud along the Pacific coast of North America; weighs up to six pounds; has siphons that can extend to several feet and cannot be withdrawn into the shell
razor clam,marine clam having a long narrow curved thin shell
giant clam,a large clam inhabiting reefs in the southern Pacific and weighing up to 500 pounds
cockle,"common edible, burrowing European bivalve mollusk that has a strong, rounded shell with radiating ribs"
oyster,marine mollusks having a rough irregular shell; found on the sea bed mostly in coastal waters
bluepoint,small edible oyster typically from the southern shore of Long Island
blue point,small edible oyster typically from the southern shore of Long Island
capiz,marine bivalve common in Philippine coastal waters characterized by a large thin flat translucent shell
ark shell,marine bivalve mollusk having a heavy toothed shell with a deep boat-like inner surface
blood clam,red-blooded clam
mussel,marine or freshwater bivalve mollusk that lives attached to rocks etc.
mytilid,marine bivalve mollusk having a dark elongated shell; live attached to solid objects especially in intertidal zones
scallop,edible marine bivalve having a fluted fan-shaped shell that swim by expelling water from the shell in a series of snapping motions
scollop,edible marine bivalve having a fluted fan-shaped shell that swim by expelling water from the shell in a series of snapping motions
escallop,edible marine bivalve having a fluted fan-shaped shell that swim by expelling water from the shell in a series of snapping motions
shipworm,wormlike marine bivalve that bores into wooden piers and ships by means of drill-like shells
teredinid,wormlike marine bivalve that bores into wooden piers and ships by means of drill-like shells
teredo,typical shipworm
piddock,marine bivalve that bores into rock or clay or wood by means of saw-like shells
cephalopod,marine mollusk characterized by well-developed head and eyes and sucker-bearing tentacles
nautilus,cephalopod of the Indian and Pacific oceans having a spiral shell with pale pearly partitions
dibranch,cephalopods having two gills
octopod,a cephalopod with eight arms but lacking an internal shell
octopus,bottom-living cephalopod having a soft oval body with eight long tentacles
devilfish,bottom-living cephalopod having a soft oval body with eight long tentacles
nautilus,cephalopod mollusk of warm seas whose females have delicate papery spiral shells
argonaut,cephalopod mollusk of warm seas whose females have delicate papery spiral shells
decapod,cephalopods having eight short tentacles plus two long ones
squid,widely distributed fast-moving ten-armed cephalopod mollusk having a long tapered body with triangular tail fins
loligo,somewhat flattened cylindrical squid
cuttlefish,ten-armed oval-bodied cephalopod with narrow fins as long as the body and a large calcareous internal shell
cuttle,ten-armed oval-bodied cephalopod with narrow fins as long as the body and a large calcareous internal shell
spirula,a small tropical cephalopod of the genus Spirula having prominent eyes and short arms and a many-chambered shell coiled in a flat spiral
belemnite,a conical calcareous fossil tapering to a point at one end and with a conical cavity at the other end containing (when unbroken) a small chambered phragmocone from the shell of any of numerous extinct cephalopods of the family Belemnitidae
gizzard,thick-walled muscular pouch below the crop in many birds and reptiles for grinding food
crustacean,any mainly aquatic arthropod usually having a segmented body and chitinous exoskeleton
decapod,crustaceans characteristically having five pairs of locomotor appendages each joined to a segment of the thorax
brachyuran,typical crabs
stone crab,large edible crab of the southern coast of the United States (particularly Florida)
rock crab,crab of eastern coast of North America
Jonah crab,large red deep-water crab of the eastern coast of North America
lady crab,brightly spotted crab of sandy beaches of the Atlantic coast of the United States
