word,definition
Calan,a drug (trade names Calan and Isoptin) used as an oral or parenteral calcium blocker in cases of hypertension or congestive heart failure or angina or migraine
verge,a grass border along a road
vest,a man's sleeveless garment worn underneath a coat
vibes,a percussion instrument similar to a xylophone but having metal bars and rotating disks in the resonators that produce a vibrato sound
VCR,a magnetic tape recorder for recording (and playing back) TV programs
DVD,a digital recording (as of a movie) on an optical disk that can be played on a computer or a television set
video,a recording of both the visual and audible components (especially one containing a recording of a movie or television program)
villa,pretentious and luxurious country residence with extensive grounds
villa,country house in ancient Rome consisting of residential quarters and farm buildings around a courtyard
villa,detached or semidetached suburban house
viol,any of a family of bowed stringed instruments that preceded the violin family
viola,"a bowed stringed instrument slightly larger than a violin, tuned a fifth lower"
gamba,viol that is the bass member of the viol family with approximately the range of the cello
virtu,objet d'art collectively (especially fine antiques)
vise,a holding device attached to a workbench; has two jaws to hold workpiece firmly in place
vice,a holding device attached to a workbench; has two jaws to hold workpiece firmly in place
visor,a piece of armor plate (with eye slits) fixed or hinged to a medieval helmet to protect the face
VDU,(British) British term for video display
voile,a light semitransparent fabric
pile,battery consisting of voltaic cells arranged in series; the earliest electric battery devised by Volta
vouge,a kind of pike used by foot soldiers in the 14th century
wagon,any of various kinds of wheeled vehicles drawn by an animal or a tractor
wagon,a child's four-wheeled toy cart sometimes used for coasting
wain,large open farm wagon
dado,panel forming the lower part of an interior wall when it is finished differently from the rest of the wall
wale,thick plank forming a ridge along the side of a wooden ship
walk,a path set aside for walking
paseo,a path set aside for walking
wall,an architectural partition with a height and length greater than its thickness; used to divide or enclose an area or to support another structure
wall,a masonry fence (as around an estate or garden)
wall,a layer of material that encloses space
peag,small cylindrical beads made from polished shells and fashioned into strings or belts; used by certain Native American peoples as jewelry or currency
wand,a rod used by a magician or water diviner
ward,block forming a division of a hospital (or a suite of rooms) shared by patients who need a similar kind of care
press,a tall piece of furniture that provides storage space for clothes; has a door and rails or hooks for hanging clothes
ware,"articles of the same kind or material; usually used in combination: ‘silverware’, ‘software’"
load,the front part of a guided missile or rocket or torpedo that carries the nuclear or explosive charge or the chemical or biological agents
warp,yarn arranged lengthways on a loom and crossed by the woof
wash,a watercolor made by applying a series of monochrome washes one over the other
wash,a thin coat of water-base paint
basin,a bathroom sink that is permanently installed and connected to a water supply and drainpipe; where you can wash your hands and face
watch,a small portable timepiece
W.C.,a toilet in Britain
loo,a toilet in Britain
tap,a faucet for drawing water from a pipe or cask
water,a facility that provides a source of water
WATS,a telephone line; long distance service at fixed rates for fixed zones; an acronym for wide area telephone service
way,any artifact consisting of a road or path affording passage from one place to another
ways,structure consisting of a sloping way down to the water from the place where ships are built or repaired
arm,any instrument or instrumentality used in fighting or hunting
WMD,a weapon that kills or injures civilian as well as military personnel (nuclear and chemical and biological weapons)
arms,weapons considered collectively
vane,mechanical device attached to an elevated structure; rotates freely to show the direction of the wind
weave,pattern of weaving or structure of a fabric
